ref,client_id,client_nom,type_credit,montant,duree,taux,score,statut,date_depot,agence_id
ENG-20204,CLI-10243,Zineb El Amrani,Credit Tresorerie,349549.21,24,6.82,20,Valide,2023-03-23 13:19:58,AG-007
ENG-20205,CLI-10173,Khalid El Fassi,Ijara,110041.6,240,8.39,79,Debloque,2025-11-06 09:35:44,AG-002
ENG-20206,CLI-10115,Leila Tazi,Mourabaha Immo,306663.82,120,6.68,88,Valide,2026-02-18 11:57:20,AG-001
ENG-20207,CLI-10052,Leila Zniber,Ijara,163011.93,180,7.13,41,Debloque,2024-01-12 08:05:53,AG-002
ENG-20208,CLI-10270,Ahmed Balafrej,Mourabaha Auto,319265.23,48,8.46,30,Valide,2023-10-26 12:18:15,AG-007
ENG-20209,CLI-10495,Hind Tazi,Mourabaha Immo,501532.01,240,7.31,48,Valide,2025-01-23 14:46:50,AG-010
ENG-20210,CLI-10103,Asmaa Mouline,Mourabaha Immo,529643.4,240,5.9,92,Debloque,2023-07-04 09:23:29,AG-005
ENG-20211,CLI-10075,Asmaa Lamrani,Ijara,459155.74,120,4.05,42,Debloque,2023-06-28 09:16:15,AG-008
ENG-20212,CLI-10454,Salma El Fassi,Mourabaha Immo,481769.06,240,4.36,65,Debloque,2024-06-06 12:30:13,AG-006
ENG-20213,CLI-10193,Meryem Idrissi,Mourabaha Immo,536056.09,120,5.51,64,Debloque,2023-04-12 14:31:17,AG-010
ENG-20214,CLI-10404,Karim Ouazzani,Ijara,316497.28,240,8.94,75,Valide,2024-06-28 12:24:17,AG-003
ENG-20215,CLI-10213,Hicham Bennani,Mourabaha Immo,843551.77,120,4.42,59,Surveillance,2024-10-25 17:00:28,AG-008
ENG-20216,CLI-10228,Amina Tazi,Ijara,365952.62,180,6.26,24,Debloque,2024-08-04 15:23:38,AG-008
ENG-20217,CLI-10109,Imane Kabbaj,Credit Tresorerie,407349.47,24,4.0,28,Valide,2024-05-07 12:58:07,AG-004
ENG-20218,CLI-10126,Omar Bennani,Ijara,26277.2,120,4.27,79,Valide,2026-01-21 14:48:30,AG-006
ENG-20219,CLI-10188,Soukaina Sbihi,Investissement PME,2452041.85,60,4.82,56,Debloque,2025-12-23 13:06:07,AG-007
ENG-20220,CLI-10164,Salma Mouline,Mourabaha Auto,137144.91,24,3.74,84,,2024-05-10 12:12:59,AG-007
ENG-20221,CLI-10494,Said Fikri,Credit Tresorerie,227761.11,24,4.77,67,En analyse,2025-03-20 09:21:04,AG-003
ENG-20222,CLI-10495,Hind Tazi,Ijara,176387.34,120,8.04,82,Valide,2025-02-06 16:29:15,AG-010
ENG-20223,CLI-10475,Youssef Sbihi,Mourabaha Immo,522467.0,180,5.87,63,Debloque,2023-08-13 12:03:40,AG-008
ENG-20224,CLI-10054,Khadija Benjelloun,Mourabaha Immo,786276.11,120,6.54,36,Debloque,2024-06-27 10:06:24,AG-003
ENG-20225,CLI-10064,Amine Bennani,Mourabaha Immo,507133.25,180,5.36,60,En analyse,2025-05-02 13:21:47,AG-004
ENG-20226,CLI-10289,Asmaa Erraji,Mourabaha Immo,431652.14,120,7.93,67,En analyse,2025-09-20 14:10:24,AG-008
ENG-20227,CLI-10141,Amina Tazi,Mourabaha Immo,518159.97,120,3.55,37,Valide,2023-10-18 15:04:58,AG-002
ENG-20228,CLI-10012,Khalid Sbihi,Mourabaha Immo,524796.2,180,8.71,82,Debloque,2026-03-15 16:44:27,AG-001
ENG-20229,CLI-10435,Youssef El Fassi,Ijara,478062.54,180,6.11,62,Debloque,2023-07-09 11:20:39,AG-001
ENG-20230,CLI-10493,Leila Ouazzani,Investissement PME,2205082.9,84,5.86,80,Valide,2023-11-23 16:19:54,AG-002
ENG-20231,CLI-10044,Mehdi Slaoui,Investissement PME,852888.14,36,6.71,50,Debloque,2025-08-15 12:58:31,AG-003
ENG-20232,CLI-10204,Khadija Slaoui,Mourabaha Auto,324058.79,36,7.27,75,Debloque,2024-11-22 12:06:47,AG-003
ENG-20233,CLI-10052,Leila Zniber,Investissement PME,2035366.36,48,3.76,59,En analyse,2024-10-10 09:09:59,AG-002
ENG-20234,CLI-10430,Hind Lamrani,Mourabaha Immo,752141.19,240,6.85,58,Valide,2024-12-05 16:55:56,AG-004
ENG-20235,CLI-10081,Hicham Sbihi,Mourabaha Immo,480144.69,240,5.08,68,Debloque,2025-07-09 11:34:54,AG-003
ENG-20236,CLI-10163,Khalid Fikri,Mourabaha Immo,522451.94,240,4.39,27,Valide,2024-06-02 16:01:03,AG-007
ENG-20237,CLI-10109,Imane Kabbaj,Mourabaha Auto,211318.99,24,3.85,26,Debloque,2023-08-05 08:59:36,AG-004
ENG-20238,CLI-10460,Karim Berrada,Investissement PME,2495295.54,60,4.23,68,Surveillance,2026-10-12 16:31:49,AG-007
ENG-20239,CLI-10007,Said Mouline,Mourabaha Immo,849805.18,240,8.39,89,Debloque,2025-12-09 12:03:34,AG-007
ENG-20240,CLI-10217,Leila Alaoui,Investissement PME,978631.52,48,4.47,87,En analyse,2025-10-08 14:37:51,AG-008
ENG-20241,CLI-10253,Leila Lamrani,Mourabaha Immo,453057.19,180,8.92,49,Debloque,2023-05-05 16:27:57,AG-007
ENG-20242,CLI-10327,Nadia Erraji,Mourabaha Immo,154708.66,240,4.82,31,Surveillance,2024-09-22 17:49:02,AG-002
ENG-20243,CLI-10335,Salma Alaoui,Mourabaha Auto,161577.81,36,7.11,88,Valide,2025-01-05 13:37:49,AG-009
ENG-20244,CLI-10118,Omar El Fassi,Credit Tresorerie,342633.8,12,6.62,66,En analyse,2026-03-18 13:07:28,AG-007
ENG-20245,CLI-10049,Mehdi Bennani,Mourabaha Immo,780644.52,120,3.91,92,Debloque,2024-11-26 15:51:50,AG-002
ENG-20246,CLI-10386,Amina Hakim,Credit Tresorerie,86839.93,24,5.2,69,Debloque,2025-01-10 08:32:34,AG-005
ENG-20247,CLI-10372,Hicham Ouazzani,Mourabaha Auto,348777.9,48,7.59,89,Surveillance,2024-06-25 17:09:35,AG-001
ENG-20248,CLI-10130,Leila Bencheikh,Ijara,345643.73,180,7.64,77,Debloque,2023-04-22 17:16:56,AG-007
ENG-20249,CLI-10252,Said Bencheikh,Mourabaha Immo,295352.42,180,7.15,67,Valide,2023-02-06 17:54:28,AG-007
ENG-20250,CLI-10048,Amina Alaoui,Mourabaha Immo,515626.15,120,8.43,47,Valide,2023-08-20 14:57:38,AG-001
ENG-20251,CLI-10076,Khadija El Amrani,Mourabaha Auto,157926.36,36,6.38,49,Debloque,2024-07-02 09:05:46,AG-002
ENG-20252,CLI-10025,Leila Bencheikh,Mourabaha Immo,739627.91,240,6.81,56,Valide,2023-05-21 14:54:19,AG-009
ENG-20253,CLI-10256,Leila Hakim,Mourabaha Immo,532203.23,120,3.84,46,Surveillance,2025-02-10 14:01:05,AG-010
ENG-20254,,Amina Fassi-Fihri,Mourabaha Immo,939914.64,240,8.28,58,En analyse,2026-10-23 09:17:47,AG-006
ENG-20255,CLI-10128,Amine Lamrani,Mourabaha Immo,639046.24,240,5.29,59,Valide,2023-09-10 15:09:44,AG-008
ENG-20256,CLI-10167,Khadija Idrissi,Ijara,437532.23,180,5.26,85,Valide,2026-12-12 13:19:00,AG-003
ENG-20257,CLI-10190,Mehdi Zniber,Mourabaha Auto,247691.47,24,7.97,42,Debloque,2026-11-20 13:16:35,AG-006
ENG-20258,CLI-10299,Hicham Hakim,Ijara,507700.6,120,5.55,55,Valide,2023-07-27 15:21:09,AG-010
ENG-20259,CLI-10026,Asmaa Tazi,Mourabaha Immo,917101.56,180,8.45,85,Debloque,2023-06-11 10:54:23,AG-002
ENG-20260,CLI-10118,Omar El Fassi,Mourabaha Immo,470003.04,180,7.69,71,Debloque,2023-01-12 16:10:12,AG-007
ENG-20261,CLI-10004,Hicham Erraji,Mourabaha Immo,793846.75,180,7.52,86,Contentieux,2026-11-18 13:39:06,AG-001
ENG-20262,CLI-10408,Omar Ouazzani,Mourabaha Immo,777593.6,180,6.44,34,Valide,2025-08-23 13:05:14,AG-004
ENG-20263,CLI-10165,Hassan Zniber,Ijara,86987.16,120,5.98,89,Debloque,2024-01-17 08:53:51,AG-005
ENG-20264,CLI-10136,Imane El Amrani,Mourabaha Immo,658655.66,120,3.56,38,Surveillance,2025-07-02 14:31:35,AG-005
ENG-20265,CLI-10353,Abdellah El Amrani,Credit Tresorerie,452487.03,12,7.46,21,En analyse,2025-12-02 10:34:53,AG-007
ENG-20266,CLI-10065,Fatima Bencheikh,Mourabaha Immo,380625.75,120,8.59,81,Debloque,2025-04-04 10:15:04,AG-002
ENG-20267,CLI-10405,Omar Bencheikh,Ijara,490450.92,120,6.51,67,Contentieux,2023-06-17 14:38:40,AG-002
ENG-20268,CLI-10092,Amina Berrada,Mourabaha Auto,289746.41,48,6.73,72,Debloque,2023-09-22 13:32:40,AG-004
ENG-20269,CLI-10458,Samira Mouline,Mourabaha Immo,704165.12,180,7.47,83,En analyse,2026-09-18 15:51:44,AG-005
ENG-20270,CLI-10269,Omar Jai,Mourabaha Auto,250175.82,24,5.27,42,Contentieux,2026-06-22 09:34:33,AG-008
ENG-20271,CLI-10485,Soukaina Alaoui,Mourabaha Immo,484030.96,240,6.22,53,En analyse,2025-08-12 16:23:51,AG-006
ENG-20272,CLI-10071,Khadija Balafrej,Credit Tresorerie,211548.47,,4.88,86,En analyse,2025-07-08 16:01:39,AG-008
ENG-20273,CLI-10331,Amine Tazi,Mourabaha Immo,681167.05,240,8.23,34,Debloque,2024-02-23 16:30:27,AG-003
ENG-20274,CLI-10127,Hassan Hakim,Mourabaha Auto,240155.13,24,4.26,36,Debloque,2026-09-12 15:16:57,AG-010
ENG-20275,CLI-10441,Rachid El Amrani,Mourabaha Auto,161561.69,48,5.06,73,Debloque,2025-03-09 17:25:56,AG-010
ENG-20276,CLI-10306,Mohamed Berrada,Mourabaha Immo,706325.31,180,7.96,83,Debloque,2025-08-22 15:41:33,AG-008
ENG-20277,CLI-10351,Youssef Zniber,Mourabaha Immo,497074.87,120,4.54,71,Valide,2026-03-12 17:02:29,AG-001
ENG-20278,CLI-10372,Hicham Ouazzani,Ijara,287603.3,120,6.9,47,Debloque,2024-01-23 10:57:18,AG-001
ENG-20279,CLI-10149,Mohamed Idrissi,Mourabaha Immo,718790.24,180,7.66,83,Valide,2024-04-19 16:42:29,AG-004
ENG-20280,CLI-10034,Youssef El Fassi,Mourabaha Auto,158102.12,48,5.12,32,Contentieux,2025-01-13 09:51:23,AG-010
ENG-20281,CLI-10452,Amina Tazi,Mourabaha Auto,223323.08,24,6.6,66,Valide,2025-02-25 12:05:59,AG-006
ENG-20282,CLI-10257,Nadia Guedira,Investissement PME,1455880.43,36,8.21,53,Debloque,2024-09-20 08:16:58,AG-007
ENG-20283,CLI-10307,Khalid Fassi-Fihri,Investissement PME,1471824.09,60,5.79,24,Valide,2026-03-16 14:05:56,AG-001
ENG-20284,CLI-10057,Rachid Bennani,Ijara,514642.23,240,7.99,28,Debloque,2024-09-01 12:06:06,AG-003
ENG-20285,CLI-10178,Noureddine El Fassi,Mourabaha Immo,173151.16,180,5.87,81,Valide,2025-06-20 09:37:22,AG-004
ENG-20286,CLI-10460,Karim Berrada,Credit Tresorerie,300896.48,12,5.32,34,En analyse,2023-03-28 15:09:15,AG-007
ENG-20287,CLI-10203,Imane Lamrani,Mourabaha Auto,65614.73,36,4.42,39,En analyse,2025-08-25 14:58:04,AG-004
ENG-20288,CLI-10243,Zineb El Amrani,Mourabaha Auto,249000.73,24,7.75,84,En analyse,2025-07-28 10:31:12,AG-007
ENG-20289,CLI-10431,Karim Bencheikh,Ijara,518992.83,180,5.54,84,Debloque,2023-12-24 10:30:35,AG-002
ENG-20290,CLI-10451,Khalid Mouline,Mourabaha Auto,275745.7,60,4.75,74,Valide,2026-05-09 16:46:48,AG-007
ENG-20291,CLI-10017,Youssef Hakim,Investissement PME,2487388.2,84,6.14,38,Debloque,2024-09-01 16:54:12,AG-001
ENG-20292,CLI-10424,Khadija Slaoui,Mourabaha Auto,391032.45,60,5.83,59,Debloque,2023-10-28 13:14:36,AG-010
ENG-20293,CLI-10477,Imane Berrada,Mourabaha Auto,267355.72,60,6.07,60,,2025-08-12 09:50:38,AG-007
ENG-20294,CLI-10347,Youssef Benjelloun,Mourabaha Auto,188421.87,60,7.84,87,Debloque,2024-02-07 17:42:58,AG-006
ENG-20295,CLI-10012,Khalid Sbihi,Mourabaha Immo,433912.16,120,5.47,89,Debloque,2023-04-28 17:47:42,AG-001
ENG-20296,CLI-10190,Mehdi Zniber,Mourabaha Auto,,48,7.26,49,Debloque,2024-01-22 15:10:38,AG-006
ENG-20297,CLI-10423,Khalid Jai,Ijara,624407.35,120,6.9,83,Debloque,2025-11-17 09:47:18,AG-001
ENG-20298,CLI-10338,Khalid Fikri,Mourabaha Auto,269493.47,48,8.25,55,Valide,2026-09-25 10:05:21,AG-002
ENG-20299,CLI-10060,Rachid Ouazzani,Mourabaha Auto,20000,48,8.16,93,Debloque,2024-10-14 16:29:28,AG-005
ENG-20300,CLI-10369,Youssef Ouazzani,Mourabaha Auto,201031.73,60,8.08,45,Valide,2025-04-13 11:51:32,AG-009
ENG-20301,CLI-10228,Amina Tazi,Mourabaha Immo,564096.12,120,4.74,73,Debloque,2025-01-24 10:08:19,AG-008
ENG-20302,CLI-10290,Mohamed Ouazzani,Ijara,971172.99,180,7.85,21,Debloque,2024-12-11 08:44:31,AG-006
ENG-20303,CLI-10433,Driss Fassi-Fihri,Mourabaha Auto,296525.21,36,4.72,92,Valide,2023-09-18 08:13:16,AG-002
ENG-20304,CLI-10082,Driss Mouline,Mourabaha Immo,749512.34,240,4.7,71,Debloque,2023-04-25 12:46:49,AG-008
ENG-20305,CLI-10348,Abdellah El Amrani,Mourabaha Immo,911483.81,180,4.46,24,Debloque,2024-06-24 10:07:57,AG-003
ENG-20306,CLI-10434,Omar Mouline,Ijara,315869.16,180,6.96,92,Debloque,2024-04-22 15:18:14,AG-003
ENG-20307,CLI-10034,Youssef El Fassi,Ijara,624246.33,180,4.01,90,Surveillance,2025-07-23 10:20:07,AG-010
ENG-20308,CLI-10066,Driss Hakim,Mourabaha Immo,985407.57,240,8.55,37,Debloque,2026-11-14 11:40:54,AG-002
ENG-20309,CLI-10055,Salma Slaoui,Mourabaha Auto,282566.07,60,8.58,26,En analyse,2023-07-13 11:17:41,AG-002
ENG-20310,CLI-10059,Fatima Bennani,Mourabaha Auto,284149.04,36,6.7,87,Debloque,2023-11-22 13:36:47,AG-005
ENG-20311,CLI-10254,Khalid Zniber,Investissement PME,973754.43,84,4.74,24,Contentieux,2024-08-26 14:00:59,AG-003
ENG-20312,CLI-10354,Rachid Zniber,Investissement PME,932234.9,36,8.21,29,Debloque,2023-10-22 09:29:47,AG-006
ENG-20313,CLI-10283,Meryem Jai,Mourabaha Auto,263142.95,60,6.77,77,Surveillance,2023-09-04 11:22:48,AG-008
ENG-20314,CLI-10266,Asmaa Hakim,Mourabaha Immo,633253.73,120,4.43,34,Debloque,2026-02-26 15:59:15,AG-005
ENG-20315,CLI-10489,Amine Slaoui,Ijara,557804.59,240,6.24,21,Surveillance,2023-10-16 14:55:50,AG-010
ENG-20316,CLI-10256,Leila Hakim,Ijara,959964.75,240,8.0,89,Debloque,2025-11-21 16:06:23,AG-010
ENG-20317,CLI-10114,Asmaa Ouazzani,Mourabaha Auto,207165.25,24,8.08,21,Debloque,2026-05-21 14:02:10,AG-010
ENG-20318,CLI-10352,Said Bennani,Mourabaha Immo,885994.48,120,4.48,44,Debloque,2024-11-04 15:52:26,AG-007
ENG-20319,CLI-10177,Soukaina Bencheikh,Mourabaha Immo,762658.61,120,6.69,93,Debloque,2024-09-16 09:22:33,AG-002
ENG-20320,CLI-10458,Samira Mouline,Credit Tresorerie,361206.29,12,6.84,62,Valide,2023-01-22 14:21:43,AG-005
ENG-20321,CLI-10386,Amina Hakim,Mourabaha Immo,995148.78,120,7.02,71,Debloque,2023-12-16 17:27:16,AG-005
ENG-20322,CLI-10214,Zineb Balafrej,Mourabaha Immo,445266.31,240,5.13,66,Debloque,2025-10-02 11:33:37,AG-005
ENG-20323,CLI-10463,Hind Slaoui,Ijara,558500.52,240,8.57,70,Valide,2023-10-28 15:38:36,AG-009
ENG-20324,CLI-10221,Noureddine Hakim,Credit Tresorerie,475265.15,36,4.66,42,Valide,2026-03-15 10:53:32,AG-006
ENG-20325,CLI-10349,Asmaa Balafrej,Mourabaha Auto,275292.91,60,5.97,50,Debloque,2024-09-11 13:20:28,AG-009
ENG-20326,CLI-10077,Amine Guedira,Ijara,284243.82,120,5.29,41,Valide,2025-05-25 15:19:51,AG-007
ENG-20327,CLI-10318,Leila Mouline,Mourabaha Auto,85603.71,24,7.99,52,Debloque,2024-02-07 14:40:58,AG-001
ENG-20328,CLI-10189,Karim Tazi,Mourabaha Auto,237706.49,36,5.55,92,En analyse,2024-10-08 10:04:46,AG-008
ENG-20329,CLI-10107,Hind Lamrani,Ijara,627987.92,180,4.98,56,Valide,2026-12-18 12:17:07,AG-010
ENG-20330,CLI-10030,Hassan Sbihi,Mourabaha Auto,368291.38,24,5.23,57,Debloque,2026-06-25 16:50:23,AG-009
ENG-20331,CLI-10019,Zineb El Fassi,Credit Tresorerie,247489.15,12,7.4,37,Surveillance,2026-05-09 13:58:21,AG-005
ENG-20332,CLI-10037,Samira El Fassi,Mourabaha Auto,362074.58,60,5.51,51,Valide,2023-09-16 17:44:12,AG-009
ENG-20333,CLI-10115,Leila Tazi,Ijara,347784.92,240,7.96,69,Valide,2024-01-12 10:07:44,AG-001
ENG-20334,CLI-10125,Ahmed El Fassi,Credit Tresorerie,213108.43,24,5.44,30,Valide,2023-03-09 13:56:50,AG-003
ENG-20335,CLI-10265,Driss Slaoui,Credit Tresorerie,617494.93,24,4.35,59,En analyse,2025-04-02 11:19:09,AG-002
ENG-20336,CLI-10222,Rachid Ouazzani,Mourabaha Immo,144871.7,120,6.53,91,Debloque,2026-01-05 17:51:30,AG-008
ENG-20337,CLI-10455,Amine Kabbaj,Credit Tresorerie,459384.64,24,8.17,71,Debloque,2024-12-19 10:28:04,AG-006
ENG-20338,CLI-10049,Mehdi Bennani,Mourabaha Auto,25923.76,24,7.78,88,Valide,2026-08-20 08:29:29,AG-002
ENG-20339,CLI-10462,Hicham Sbihi,Credit Tresorerie,167565.01,12,5.02,88,Valide,2026-05-04 17:56:54,AG-007
ENG-20340,CLI-10274,Hind Benjelloun,Investissement PME,1878390.4,36,5.99,65,Debloque,2023-09-23 10:22:53,AG-004
ENG-20341,CLI-10194,Leila Kabbaj,Mourabaha Immo,1070389.4,240,7.19,,Valide,2023-06-27 16:02:27,AG-001
ENG-20342,CLI-10496,Omar Lamrani,Mourabaha Immo,573890.01,180,4.32,69,Surveillance,2023-01-16 12:31:19,AG-003
ENG-20343,CLI-10270,Ahmed Balafrej,Mourabaha Immo,483734.62,240,8.78,57,Debloque,2024-09-23 08:17:43,AG-007
ENG-20344,CLI-10427,Imane Sbihi,Credit Tresorerie,186654.74,24,6.25,52,Debloque,2024-05-17 11:52:18,AG-004
ENG-20345,CLI-10170,Meryem Fassi-Fihri,Ijara,512420.08,180,4.51,41,Debloque,2026-04-28 10:28:09,AG-002
ENG-20346,CLI-10377,Amina Berrada,Mourabaha Immo,478296.1,240,6.74,67,En analyse,2024-04-08 10:54:35,AG-002
ENG-20347,CLI-10018,Fatima Bennani,Mourabaha Immo,444049.07,120,5.04,48,En analyse,2023-07-14 14:56:24,AG-005
ENG-20348,CLI-10412,Khadija Sbihi,Mourabaha Immo,357486.76,240,4.52,77,Valide,2024-11-12 08:11:09,AG-003
ENG-20349,CLI-10079,Asmaa Sbihi,Investissement PME,1654197.24,84,7.83,23,Valide,2023-12-01 09:08:22,AG-004
ENG-20350,CLI-10416,Amina Lamrani,Mourabaha Immo,789970.22,,6.87,83,Valide,2026-10-07 14:33:21,AG-004
ENG-20351,CLI-10227,Salma Jai,Ijara,705413.25,180,6.2,70,Debloque,2023-10-17 09:23:13,AG-002
ENG-20352,CLI-10406,Zineb Sbihi,Ijara,414851.23,120,4.99,62,Debloque,2025-04-04 15:30:48,AG-002
ENG-20353,CLI-10120,Zineb El Fassi,Investissement PME,1365247.23,84,4.7,59,Debloque,2024-03-23 10:51:38,AG-004
ENG-20354,CLI-10129,Nadia El Amrani,Credit Tresorerie,449961.65,12,6.11,74,Debloque,2023-10-28 16:53:47,AG-004
ENG-20355,CLI-10306,Mohamed Berrada,Ijara,168957.83,180,7.79,92,Debloque,2025-07-08 12:07:51,AG-008
ENG-20356,CLI-10057,Rachid Bennani,Mourabaha Immo,369700.53,240,3.95,94,Debloque,2025-02-24 15:05:25,AG-003
ENG-20357,CLI-10029,Zineb Alaoui,Ijara,241507.14,180,6.13,59,En analyse,2025-09-13 10:24:51,AG-007
ENG-20358,CLI-10316,Samira El Amrani,Ijara,349442.45,120,6.96,85,En analyse,2026-04-09 09:15:38,AG-005
ENG-20359,CLI-10295,Zineb Berrada,Mourabaha Immo,568808.38,240,4.53,77,Valide,2024-11-12 08:28:05,AG-010
ENG-20360,CLI-10292,Hassan Erraji,Mourabaha Immo,650812.55,180,,21,Valide,2023-11-15 15:00:45,AG-005
ENG-20361,CLI-10038,Leila Bennani,Investissement PME,573226.34,84,8.91,93,Valide,2026-08-07 14:57:31,AG-005
ENG-20362,CLI-10472,Driss Sbihi,Investissement PME,788510.08,60,6.11,55,Valide,2023-08-19 10:20:28,AG-004
ENG-20363,CLI-10064,Amine Bennani,Investissement PME,2071854.49,48,8.08,40,Debloque,2026-04-15 14:28:49,AG-004
ENG-20364,CLI-10304,Nadia Idrissi,Mourabaha Immo,344817.12,240,6.41,80,Debloque,2023-12-17 16:16:49,AG-009
ENG-20365,CLI-10061,Samira El Fassi,Investissement PME,1748952.54,84,8.44,26,Debloque,2024-03-24 12:13:20,AG-003
ENG-20366,CLI-10265,Driss Slaoui,Mourabaha Immo,36147.03,240,5.02,29,Debloque,2023-08-11 13:20:12,AG-002
ENG-20367,CLI-10198,Samira El Fassi,Ijara,518439.25,240,5.43,36,Surveillance,2024-07-13 15:22:26,AG-004
ENG-20368,CLI-10089,Rachid Fikri,Mourabaha Auto,174696.5,60,8.0,21,Debloque,2023-03-10 08:47:13,AG-007
ENG-20369,CLI-10074,Youssef Berrada,Ijara,313604.72,120,8.92,46,Debloque,2025-03-23 12:10:06,AG-008
ENG-20370,CLI-10102,Hind Tazi,Ijara,292692.05,180,6.96,68,Debloque,2023-01-13 15:07:56,AG-007
ENG-20371,CLI-10463,Hind Slaoui,Mourabaha Auto,483053.67,48,5.85,67,Debloque,2026-11-25 16:01:54,AG-009
ENG-20372,CLI-10392,Hicham Fassi-Fihri,Mourabaha Immo,339610.21,120,3.65,78,Contentieux,2026-06-27 14:22:41,AG-002
ENG-20373,CLI-10198,Samira El Fassi,Mourabaha Auto,319831.97,24,7.96,52,En analyse,2026-09-06 15:43:23,AG-004
ENG-20374,CLI-10112,Nadia Sbihi,Credit Tresorerie,225765.78,12,4.04,79,Debloque,2023-11-09 15:09:42,AG-004
ENG-20375,CLI-10116,Said Hakim,Credit Tresorerie,232601.72,12,4.38,60,Debloque,2024-06-26 15:35:04,AG-005
ENG-20376,CLI-10017,Youssef Hakim,Mourabaha Immo,441305.08,240,5.78,63,Debloque,2024-10-18 15:55:07,AG-001
ENG-20377,CLI-10406,Zineb Sbihi,Mourabaha Auto,327075.5,24,7.17,68,Debloque,2026-12-19 09:26:50,AG-002
ENG-20378,CLI-10156,Hassan Alaoui,Ijara,193422.37,240,5.45,61,Debloque,2025-08-26 12:24:39,AG-008
ENG-20379,CLI-10478,Fatima Zniber,Mourabaha Immo,809133.44,120,6.1,35,Debloque,2026-07-01 12:39:38,AG-003
ENG-20380,CLI-10437,Samira Sbihi,Mourabaha Auto,203546.78,24,6.38,34,En analyse,2026-09-13 15:31:01,AG-004
ENG-20381,CLI-10440,Samira Alaoui,Investissement PME,1744593.66,84,4.86,74,Debloque,2024-01-27 13:41:57,AG-006
ENG-20382,CLI-10039,Hicham Alaoui,Mourabaha Immo,518625.39,240,6.22,39,Valide,2026-04-08 13:38:17,AG-005
ENG-20383,CLI-10096,Youssef Mouline,Mourabaha Immo,635198.32,240,4.06,67,Debloque,2026-03-09 14:49:44,AG-006
ENG-20384,CLI-10283,Meryem Jai,Mourabaha Auto,282796.49,60,4.71,95,Contentieux,2026-09-13 09:23:18,AG-008
ENG-20385,CLI-10398,Youssef Fikri,Investissement PME,912849.14,48,8.58,32,En analyse,2024-02-01 08:47:17,AG-002
ENG-20386,CLI-10282,Youssef Balafrej,Mourabaha Auto,254026.13,24,8.12,22,Debloque,2026-11-02 09:46:35,AG-006
ENG-20387,CLI-10149,Mohamed Idrissi,Credit Tresorerie,24277.33,24,4.23,51,Debloque,2025-11-15 09:45:12,AG-004
ENG-20388,CLI-10423,Khalid Jai,Mourabaha Auto,207359.57,48,5.61,44,Surveillance,2026-06-17 12:45:59,AG-001
ENG-20389,CLI-10461,Zineb Guedira,Investissement PME,985161.87,60,5.65,55,Valide,2023-01-09 12:27:22,AG-003
ENG-20390,CLI-10059,Fatima Bennani,Mourabaha Immo,563355.03,180,7.88,32,Debloque,2023-01-15 15:06:52,AG-005
ENG-20391,CLI-10253,Leila Lamrani,Credit Tresorerie,121321.88,24,5.94,46,En analyse,2026-06-08 12:03:14,AG-007
ENG-20392,CLI-10271,Mehdi Kabbaj,Mourabaha Immo,720650.04,120,7.66,74,Valide,2026-03-20 09:07:57,AG-010
ENG-20393,CLI-10256,Leila Hakim,Mourabaha Auto,326736.08,60,5.12,26,Debloque,2025-01-02 10:15:06,AG-010
ENG-20394,CLI-10338,Khalid Fikri,Mourabaha Immo,434477.65,240,8.45,93,Debloque,2025-04-02 12:53:37,AG-002
ENG-20395,CLI-10200,Khalid Guedira,Credit Tresorerie,398108.14,36,8.28,23,Debloque,2026-04-19 08:10:33,AG-009
ENG-20396,CLI-10218,Leila Kabbaj,Investissement PME,633346.02,60,8.69,27,Debloque,2024-06-23 11:34:13,AG-004
ENG-20397,CLI-10425,Nadia Balafrej,Mourabaha Immo,521708.18,240,4.46,50,Surveillance,2023-10-04 09:22:41,AG-002
ENG-20398,CLI-10145,Asmaa Hakim,Mourabaha Auto,98543.13,36,7.79,65,Debloque,2026-08-28 13:46:55,AG-004
ENG-20399,CLI-10119,Said Ouazzani,Mourabaha Auto,75759.6,36,5.94,53,Debloque,2024-06-04 12:48:34,AG-005
ENG-20400,CLI-10093,Samira Hakim,Ijara,393223.66,120,4.4,31,Debloque,2025-01-18 14:34:27,AG-003
ENG-20401,CLI-10250,Amine El Fassi,Ijara,0,240,5.17,21,Debloque,2025-11-28 12:45:31,AG-001
ENG-20402,CLI-10482,Hicham Idrissi,Mourabaha Auto,395535.38,48,5.27,80,Debloque,2024-11-28 09:10:15,AG-005
ENG-20403,CLI-10366,Youssef Hakim,Mourabaha Auto,278722.66,36,6.99,87,En analyse,2025-06-21 08:09:07,AG-004
ENG-20404,CLI-10440,Samira Alaoui,Mourabaha Immo,292311.62,120,6.3,43,Surveillance,2026-12-18 15:04:58,AG-006
ENG-20405,CLI-10280,Rachid El Fassi,Mourabaha Immo,517858.79,120,8.47,65,Debloque,2025-07-24 14:47:20,AG-003
ENG-20406,CLI-10088,Amina Jai,Credit Tresorerie,260540.47,24,,56,En analyse,2025-05-24 10:32:41,AG-008
ENG-20407,CLI-10329,Asmaa Tazi,Mourabaha Immo,923844.1,120,7.33,28,Debloque,2026-11-23 12:44:12,AG-008
ENG-20408,CLI-10455,Amine Kabbaj,Mourabaha Immo,861859.78,120,8.42,38,En analyse,2025-07-26 12:52:57,AG-006
